raf,mek,plc,pip2,pip3,erk,akt,pka,pkc,p38,jnk
38.9,16.0,1.68,186.0,29.4,58.3,96.5,1611.0,2.46,8.13,22.5
85.8,31.3,9.65,73.7,10.8,5.94,17.9,441.0,22.3,46.6,32.8
34.9,15.0,7.1,5.23,21.5,21.3,35.2,583.0,15.1,34.0,25.5
250.0,362.0,19.6,85.1,27.4,23.7,82.0,1596.0,4.1,55.7,9.91
552.0,389.0,12.9,161.0,44.5,17.8,25.9,770.0,4.03,13.5,26.7
115.0,170.0,292.0,557.0,4.0,32.8,235.0,4.45,64.9,389.0,193.0
84.3,35.2,8.13,153.0,24.1,5.57,17.6,547.0,6.67,6.92,17.5
59.4,36.8,10.2,157.0,14.6,11.7,24.4,349.0,12.1,20.2,21.7
48.3,18.4,13.9,132.0,12.5,12.5,33.1,882.0,49.1,107.0,211.0
40.7,9.39,23.1,18.6,2.44,6.44,19.5,331.0,8.58,20.0,7.99
2329.0,3278.0,11.2,44.5,17.3,1.0,30.8,37.5,1.0,21.9,15.0
3.43,1.96,9.22,183.0,22.9,10.5,15.8,632.0,19.5,36.2,1.12
10.6,14.1,28.4,17.9,12.4,17.6,25.7,365.0,4.57,12.5,40.3
33.1,9.31,14.9,12.6,7.84,17.2,75.7,2571.0,15.3,36.8,19.3
59.9,24.6,14.5,67.3,21.5,29.4,48.3,466.0,18.9,24.8,1.81
33.1,9.31,14.6,311.0,54.2,10.5,30.5,1540.0,23.7,47.0,9.39
28.9,15.1,14.6,5.14,29.2,63.8,79.9,191.0,22.3,36.2,51.4
49.1,25.3,6.92,1.14,14.3,12.3,37.9,784.0,29.7,75.0,34.6
92.2,92.2,27.6,39.6,2.37,34.6,62.1,820.0,4.29,14.9,37.9
34.9,24.8,111.0,221.0,28.6,43.7,71.0,1747.0,22.7,49.1,15.7
12.3,9.65,15.7,30.5,4.57,58.8,86.6,1554.0,17.2,36.2,31.1
143.0,1.01,16.1,122.0,26.7,15.1,43.3,1134.0,1.0,3.46,1.0
72.3,20.9,3.59,1.01,24.6,78.4,138.0,1486.0,32.2,45.3,15.1
2.81,10.3,4.37,1.0,6.26,30.5,105.0,483.0,17.2,32.8,6.44
68.5,47.8,9.06,25.9,33.1,42.6,73.0,1176.0,32.5,43.7,8.35
13.6,40.7,2.15,5.09,13.7,19.6,31.1,257.0,24.4,41.4,27.9
70.4,52.8,19.1,15.3,3.96,23.1,36.2,372.0,14.6,38.2,63.2
91.4,27.6,1.03,172.0,7.3,34.6,40.7,407.0,16.5,24.8,15.8
62.1,30.2,17.8,15.4,6.55,8.13,22.1,457.0,10.0,17.6,8.13
96.5,29.7,13.9,16.0,2.46,6.98,19.5,1055.0,10.7,11.1,3.89
62.1,37.9,1.5,1.0,10.4,67.3,135.0,730.0,11.1,21.7,8.2
10.1,1.04,9.56,219.0,53.8,14.1,19.6,433.0,1.47,1.0,1.75
51.9,27.9,17.8,83.5,47.4,32.2,106.0,1382.0,14.5,27.1,13.7
28.9,7.37,50.5,255.0,67.9,17.3,31.3,410.0,17.9,36.5,47.4
16.4,13.9,5.88,19.1,36.2,86.6,120.0,1084.0,40.3,50.5,18.3
13.2,6.79,6.21,149.0,27.6,32.8,50.9,418.0,25.3,26.9,10.0
13.2,1.31,23.7,78.4,33.7,25.5,33.1,241.0,2.15,523.0,2.59
1.02,2.13,33.7,163.0,55.7,6.55,12.6,626.0,1.31,25.5,1.09
90.6,45.3,12.0,1.01,30.5,28.1,48.3,229.0,1.45,48.7,3.89
9.22,28.1,19.6,14.9,6.92,47.8,76.4,813.0,12.9,18.1,26.9
28.4,2.23,20.5,136.0,38.5,13.2,20.2,382.0,14.5,5.33,1.01
62.1,20.2,7.77,1.0,11.8,31.9,47.4,235.0,27.1,73.7,18.8
25.7,18.4,6.04,334.0,32.8,79.9,125.0,1124.0,14.1,9.65,4.07
1.19,1.83,67.3,188.0,154.0,34.9,36.8,437.0,1.26,6.67,1.76
29.2,16.3,9.82,28.1,4.45,23.1,54.7,1420.0,17.9,28.1,54.7
26.4,17.0,51.9,47.8,8.2,22.9,37.9,257.0,50.9,71.7,27.9
25.9,17.2,21.5,24.1,36.8,15.3,32.2,313.0,9.91,18.8,9.22
19.1,15.5,4.37,9.91,22.3,10.8,16.3,491.0,8.51,27.9,16.4
36.2,15.7,1.0,65.5,31.3,30.5,66.1,874.0,11.4,26.2,8.66
209.0,311.0,6.79,49.6,19.3,16.5,178.0,191.0,3.75,31.1,21.7
131.0,37.2,19.1,97.3,30.2,24.1,29.4,313.0,16.0,19.1,18.4
73.0,20.5,16.5,8.98,5.78,14.9,34.3,271.0,3.49,2.35,7.5
225.0,294.0,13.2,23.5,6.79,4.07,155.0,519.0,2.11,16.3,1.01
68.5,28.1,16.4,145.0,16.5,10.7,23.7,573.0,4.18,30.8,59.9
62.1,27.1,11.9,21.3,8.9,7.17,33.4,1027.0,5.14,8.74,67.9
36.8,17.6,9.47,161.0,25.3,52.8,92.2,2072.0,8.13,10.3,16.1
37.5,18.3,15.3,16.1,10.3,3.62,19.3,1208.0,24.8,43.3,30.0
37.9,1.01,18.6,18.4,2.37,12.1,15.8,257.0,1.1,132.0,2.37
79.1,30.8,11.7,31.6,66.1,5.33,20.0,906.0,21.1,30.8,8.98
30.0,3.68,16.0,12.9,18.4,19.6,20.7,382.0,1.81,1.72,3.59
7.23,5.88,17.8,119.0,14.1,8.82,23.7,445.0,3.0,18.1,66.7
1981.0,2763.0,79.9,594.0,141.0,1.5,39.2,217.0,5.88,16.8,7.7
50.9,16.8,16.3,331.0,52.3,15.5,32.8,750.0,10.0,18.3,25.9
119.0,29.4,1.54,1.26,13.0,9.22,22.1,1186.0,15.5,25.5,11.4
107.0,50.0,13.6,67.9,23.1,20.9,27.1,331.0,3.11,12.1,33.7
38.2,1.0,23.9,21.3,10.3,13.1,17.0,449.0,1.0,74.3,1.3
52.8,44.5,16.7,43.7,5.0,69.2,97.3,1407.0,9.31,16.5,34.3
58.3,27.6,7.7,4.29,6.55,6.55,15.5,28.9,16.5,31.1,16.1
16.1,6.26,20.2,17.3,8.82,75.0,125.0,1894.0,19.1,37.5,63.8
578.0,906.0,10.6,139.0,26.9,9.82,66.1,1554.0,1.76,20.2,11.0
14.3,23.1,11.7,158.0,40.0,11.3,21.1,470.0,18.9,29.2,10.1
27.9,9.91,117.0,514.0,73.0,57.8,90.6,1176.0,14.3,31.1,39.2
34.3,38.9,22.1,30.0,7.17,10.6,19.1,538.0,17.0,46.1,59.4
34.0,13.3,33.7,271.0,71.0,4.41,39.2,982.0,20.7,28.9,9.65
59.9,48.7,30.2,209.0,8.06,22.1,41.0,509.0,8.43,21.5,18.1
127.0,195.0,14.2,17.8,21.1,1.67,23.7,74.3,16.7,61.0,11.2
165.0,246.0,13.6,8.06,15.8,1.0,28.4,136.0,1.0,24.4,4.18
866.0,1208.0,17.3,31.9,32.5,2.09,18.6,692.0,1.0,23.5,3.52
35.2,34.9,20.7,204.0,18.6,18.3,29.4,588.0,13.3,22.3,36.8
5.67,17.8,1.32,186.0,38.5,25.7,30.8,519.0,22.5,26.9,10.6
22.9,23.9,23.3,23.7,7.64,10.4,21.3,557.0,89.0,170.0,173.0
491.0,813.0,121.0,262.0,1.01,32.2,155.0,4.74,461.0,2458.0,191.0
57.3,27.6,14.5,173.0,37.2,5.57,12.4,604.0,15.8,37.2,18.8
36.8,20.7,24.1,46.6,1.26,15.0,28.1,578.0,21.5,30.0,10.6
24.1,28.1,22.7,94.7,36.8,17.9,33.7,400.0,25.9,55.2,31.1
115.0,58.8,20.2,57.3,15.3,67.3,115.0,1370.0,15.4,36.2,39.6
79.9,34.0,8.74,22.3,73.7,13.9,23.7,496.0,21.9,48.3,11.8
36.5,1.31,18.4,183.0,29.4,53.3,88.2,1582.0,9.73,69.2,1.93
346.0,594.0,15.7,12.1,19.6,1.0,58.8,158.0,1.78,32.2,4.33
15.1,14.7,6.32,8.28,16.4,17.2,22.9,407.0,15.1,22.9,4.07
38.2,13.5,18.6,30.2,12.7,10.8,20.5,375.0,4.57,40.7,79.1
71.7,115.0,25.0,36.8,10.5,3.08,71.7,259.0,1.0,15.5,7.7
85.8,30.0,11.5,1.0,11.9,8.9,20.9,567.0,19.5,37.5,4.57
31.9,1.0,21.9,14.1,10.8,3.59,15.0,426.0,2.64,108.0,1.3
87.4,44.1,1.0,1.0,13.8,13.1,32.8,235.0,38.2,75.7,34.3
63.8,40.3,29.4,66.1,19.3,58.3,89.8,1027.0,58.8,165.0,259.0
15.1,14.5,10.7,10.7,2.35,32.8,55.7,334.0,7.99,16.1,34.6
91.4,22.5,1.0,2.29,7.91,5.78,13.8,874.0,18.6,33.7,12.2
43.3,21.7,8.66,48.3,42.6,8.98,14.9,557.0,8.2,34.3,165.0
31.3,40.3,20.7,163.0,17.6,11.5,31.3,866.0,36.2,76.4,79.1
106.0,46.6,2.57,2.97,22.5,10.1,37.5,610.0,1.0,55.2,4.0
84.3,23.1,18.4,61.0,21.3,6.79,32.2,723.0,9.82,28.4,14.1
30.0,14.9,22.3,35.5,2.46,137.0,316.0,5829.0,1.0,14.1,13.2
281.0,478.0,673.0,1124.0,55.7,46.1,219.0,10.3,155.0,843.0,241.0
59.4,30.8,5.94,29.4,9.22,101.0,161.0,1778.0,13.1,22.1,28.1
20.0,23.1,5.62,125.0,42.2,44.5,89.0,1860.0,5.19,14.3,3.43
27.6,26.2,18.3,64.9,44.1,21.5,30.8,1155.0,18.1,31.1,8.98
132.0,237.0,799.0,1407.0,18.9,28.4,178.0,9.56,93.1,519.0,262.0
77.0,43.3,53.3,284.0,60.4,56.2,110.0,1762.0,22.1,24.8,81.3
91.4,25.0,4.33,1.46,18.3,7.43,17.3,433.0,6.38,34.6,175.0
21.5,8.51,29.7,106.0,12.4,106.0,178.0,1981.0,34.3,79.9,110.0
9.82,7.43,6.73,13.8,46.6,30.8,42.6,466.0,15.1,24.1,12.0
13.7,16.5,4.83,18.4,1.22,21.9,27.4,610.0,2.05,19.1,75.7
36.5,18.1,9.06,120.0,32.8,3.37,24.6,154.0,13.7,19.3,6.1
64.4,24.8,10.8,153.0,35.9,111.0,231.0,1144.0,9.82,18.9,6.1
99.1,36.2,16.7,17.9,17.5,1.63,21.5,956.0,31.3,52.3,22.5
66.1,63.8,9.91,88.2,25.7,6.49,17.9,730.0,18.3,37.9,8.51
50.5,24.1,3.89,5.23,26.4,41.8,102.0,777.0,9.73,30.2,12.4
120.0,77.7,40.0,62.1,28.4,22.9,36.8,414.0,12.3,13.7,17.5
28.9,15.7,22.7,37.9,49.1,13.0,23.5,509.0,22.1,53.8,35.9
34.0,25.0,11.5,19.5,15.8,14.3,15.5,519.0,12.1,14.3,1.79
14.7,18.6,11.2,45.3,10.1,22.5,27.4,209.0,11.1,33.1,16.0
32.8,26.7,15.1,29.4,9.39,45.7,63.8,1144.0,16.0,28.4,9.82
313.0,500.0,68.5,101.0,11.1,11.8,83.5,132.0,33.4,150.0,151.0
178.0,257.0,5.78,12.9,30.5,14.2,80.6,1911.0,5.99,42.2,10.6
106.0,136.0,15.7,12.1,24.1,2.94,178.0,487.0,3.49,32.8,86.6
172.0,153.0,43.7,233.0,16.1,20.2,35.2,704.0,7.3,18.6,36.5
211.0,88.2,5.88,205.0,17.9,26.4,34.0,305.0,14.9,41.0,11.8
34.0,6.55,2.64,10.3,8.2,9.91,16.4,400.0,1.3,4.83,1.18
59.9,13.8,2.11,1.88,10.9,50.0,97.3,1946.0,2.46,7.17,79.1
279.0,478.0,125.0,225.0,13.8,37.2,221.0,114.0,158.0,973.0,316.0
85.1,32.2,16.8,32.5,64.4,3.02,27.9,207.0,26.4,38.9,11.8
621.0,965.0,28.1,91.4,36.8,3.96,19.5,89.0,2.21,16.0,3.85
89.0,77.7,14.9,25.3,34.6,11.8,22.9,441.0,1.0,8.51,9.65
16.4,8.9,2.04,429.0,55.2,36.8,74.3,500.0,31.6,30.2,9.06
396.0,673.0,297.0,610.0,11.2,4.33,20.9,3.65,1018.0,5186.0,1554.0
50.5,13.6,10.6,114.0,19.8,18.1,28.4,407.0,1.0,5.83,1.78
139.0,56.7,51.9,41.0,47.8,17.9,43.3,1155.0,11.4,31.1,34.3
29.2,45.7,18.1,160.0,18.8,14.5,16.5,437.0,17.9,34.3,13.0
98.2,36.8,13.9,31.1,47.4,18.6,27.6,346.0,17.5,35.5,19.6
21.3,7.91,4.78,12.4,4.7,14.2,36.2,649.0,6.38,22.9,38.2
52.3,5.99,15.4,1.61,16.7,12.4,14.7,233.0,1.0,64.9,1.63
939.0,1382.0,10.9,15.8,13.6,6.67,57.8,308.0,2.71,18.3,6.49
25.7,8.58,25.3,27.6,8.74,28.6,37.5,426.0,11.2,26.2,32.2
16.3,16.1,5.38,5.62,11.8,28.9,41.0,300.0,8.13,20.0,25.0
78.4,38.2,11.7,149.0,21.9,17.5,32.5,286.0,24.4,45.7,34.6
29.7,13.9,31.9,48.7,20.5,7.64,23.5,181.0,24.1,69.2,63.2
106.0,35.5,21.1,209.0,42.6,24.6,88.2,3960.0,13.5,15.0,1.0
30.0,17.9,18.1,17.2,2.86,18.3,36.5,445.0,11.5,22.9,41.4
42.2,46.6,14.2,21.9,14.5,6.1,79.1,1176.0,20.4,59.4,32.5
37.2,56.7,18.4,21.3,10.8,14.1,31.1,621.0,13.1,23.5,36.2
67.9,35.5,5.47,1.89,14.1,18.1,131.0,129.0,19.1,47.4,18.9
74.3,26.4,13.5,36.5,50.0,4.26,17.2,70.4,3.0,14.7,92.2
40.3,1.22,16.0,164.0,30.8,23.3,32.5,483.0,1.73,1.0,2.02
35.5,1.58,16.3,90.6,18.8,12.5,37.5,743.0,1.0,1.02,1.0
31.1,24.4,19.5,248.0,29.4,21.7,34.6,505.0,13.6,22.9,19.3
18.6,11.3,2.59,1.0,1.19,15.4,24.4,426.0,20.4,44.9,8.98
178.0,108.0,54.2,274.0,29.7,41.0,71.0,1928.0,8.06,19.1,28.6
1055.0,1512.0,4.83,8.98,20.5,5.14,69.8,1407.0,1.0,36.5,10.0
29.7,1.0,12.5,92.2,17.5,26.2,41.8,1144.0,4.18,41.8,1.61
48.3,23.9,6.26,6.04,10.6,18.3,44.5,710.0,2.69,19.1,47.4
173.0,1.0,5.83,11.3,11.0,22.3,27.6,322.0,1.0,17.3,1.27
58.8,5.33,18.6,18.9,7.1,23.1,29.4,248.0,20.2,5.14,1.6
11.2,49.6,26.4,44.5,33.7,26.9,47.8,382.0,7.99,26.4,40.3
76.4,32.8,30.0,60.4,49.6,5.47,14.3,87.4,11.1,27.4,7.43
33.1,21.9,4.29,87.4,24.8,2.59,23.7,1084.0,16.7,28.4,8.2
16.4,21.5,5.52,3.85,22.7,12.2,69.8,1582.0,2.48,17.6,96.5
217.0,403.0,21.3,15.0,21.9,9.56,55.2,1459.0,4.57,40.0,13.8
67.9,20.4,1.0,2.27,10.9,18.4,30.8,205.0,13.2,40.3,17.3
63.8,51.4,10.2,40.3,25.0,46.1,98.2,1526.0,13.3,17.2,6.85
2436.0,3685.0,16.4,40.0,11.2,1.0,41.8,105.0,6.38,23.7,77.7
13.7,10.1,2.67,34.0,3.11,11.2,28.6,1981.0,19.3,37.5,26.4
28.9,21.7,11.7,71.0,21.3,13.3,21.5,947.0,27.9,44.5,9.82
35.2,9.14,25.7,18.6,33.7,45.7,74.3,710.0,17.8,38.2,28.6
95.6,52.3,5.99,1.0,30.8,6.38,20.2,26.4,23.7,31.6,29.2
36.5,25.7,22.5,76.4,13.5,17.0,27.9,730.0,12.2,36.2,30.5
79.1,59.4,10.7,158.0,36.5,10.9,34.0,644.0,19.1,26.9,9.22
30.5,32.8,10.2,136.0,5.94,30.5,55.7,791.0,14.1,20.5,48.7
38.5,1.39,31.9,286.0,57.8,12.4,17.3,400.0,1.0,7.37,1.1
136.0,178.0,264.0,449.0,7.64,27.6,221.0,9.06,279.0,1568.0,737.0
225.0,368.0,4.0,20.5,8.51,2.23,65.5,255.0,8.66,34.9,5.67
41.8,45.3,4.26,157.0,23.9,23.9,43.3,355.0,14.6,26.2,13.8
229.0,328.0,17.3,16.0,1.04,7.37,44.1,1358.0,3.28,30.5,7.84
170.0,43.7,1.86,1.95,3.02,34.3,81.3,67.3,42.9,92.2,63.8
138.0,97.3,14.7,133.0,15.8,23.7,43.7,562.0,8.28,22.3,36.5
6.67,7.99,48.3,308.0,48.7,6.98,34.3,470.0,11.5,33.4,28.6
54.2,10.5,2.11,1.01,22.9,6.04,19.6,422.0,10.4,23.9,3.75
69.8,20.9,10.8,160.0,35.9,7.37,13.6,453.0,37.9,35.9,16.3
18.4,15.1,23.7,26.4,3.49,37.5,56.2,757.0,13.7,22.7,50.0
81.3,39.6,18.6,21.7,4.45,5.47,18.1,67.9,3.28,14.3,70.4
274.0,410.0,14.2,235.0,75.0,2.17,63.8,126.0,16.8,52.3,20.5
94.7,137.0,23.3,9.22,40.0,4.0,22.1,410.0,1.07,50.9,17.8
57.3,23.7,7.1,9.65,9.22,44.9,126.0,1186.0,3.49,18.4,77.7
35.2,9.14,17.2,12.4,3.62,18.8,34.0,784.0,20.0,39.6,15.1
253.0,157.0,25.7,121.0,18.6,25.9,42.2,965.0,11.9,17.9,36.5
51.9,10.3,10.9,85.8,27.4,3.34,13.7,217.0,28.4,51.4,12.9
76.4,32.2,22.5,89.0,16.1,11.4,22.5,478.0,10.7,20.4,3.49
37.5,20.0,3.89,7.57,14.3,20.9,39.2,302.0,10.8,28.1,7.57
400.0,547.0,13.5,55.7,15.1,2.74,31.1,147.0,12.9,58.3,32.8
75.7,82.0,44.5,54.2,23.3,20.4,28.9,533.0,12.5,37.5,45.7
44.1,1.0,8.28,10.7,12.1,12.3,21.7,355.0,1.0,1.76,1.25
75.0,32.2,24.6,20.5,16.0,21.3,25.5,284.0,27.6,47.8,30.2
50.0,50.0,58.8,379.0,80.6,14.3,18.4,496.0,6.67,13.8,14.6
429.0,667.0,433.0,791.0,20.7,34.0,225.0,3.02,483.0,2393.0,1084.0
36.2,31.6,22.5,41.0,10.1,12.4,27.9,965.0,18.8,57.3,64.4
34.9,15.0,7.17,176.0,47.0,10.7,18.6,453.0,30.0,48.3,22.7
62.6,16.3,5.28,2.64,1.0,23.7,44.9,173.0,20.7,31.9,21.1
437.0,632.0,32.2,53.3,15.3,2.5,32.8,262.0,10.0,31.3,12.6
36.8,22.5,15.7,239.0,27.4,22.1,34.6,449.0,9.65,31.1,20.9
48.7,24.4,112.0,414.0,125.0,10.0,17.6,638.0,7.91,22.7,19.8
13.8,12.3,24.8,20.7,7.3,39.2,57.8,426.0,13.7,26.7,35.5
3.37,11.7,20.9,58.3,46.1,26.9,42.6,400.0,1.7,5.47,2.76
65.5,36.5,2.79,1.93,16.1,26.7,41.0,289.0,1.7,15.8,57.8
20.7,15.4,59.4,193.0,58.3,76.4,115.0,359.0,11.3,20.4,34.0
63.8,28.6,20.5,19.3,6.98,20.9,26.7,382.0,11.1,22.7,30.0
28.6,27.6,8.28,1.0,14.9,12.7,32.5,615.0,14.6,31.9,9.47
195.0,328.0,799.0,1526.0,23.3,57.8,193.0,2.21,170.0,1084.0,221.0
52.3,29.7,13.3,85.1,88.2,11.9,32.2,1446.0,19.5,43.7,20.7
47.0,25.9,19.3,16.1,1.0,17.8,98.2,2839.0,12.9,24.4,37.2
59.9,35.2,8.66,1.33,14.9,6.79,29.4,12.0,14.1,36.8,13.3
52.8,32.8,4.03,9.82,8.35,42.9,67.9,791.0,10.7,21.3,55.2
28.1,1.63,45.3,37.2,32.8,18.6,20.5,343.0,1.0,1.3,1.39
38.2,15.8,9.22,188.0,36.2,9.65,33.4,799.0,1.0,1.0,6.92
86.6,31.1,27.9,98.2,37.2,13.8,18.4,149.0,15.4,21.5,8.66
189.0,284.0,16.8,58.8,25.9,18.4,69.2,1144.0,1.0,19.6,7.37
52.3,37.2,2.81,292.0,36.2,15.7,59.4,1700.0,21.5,25.3,9.82
73.7,38.5,11.8,1.01,8.2,26.4,54.7,991.0,12.9,42.2,12.5
28.4,31.9,24.6,29.4,2.69,28.4,42.6,461.0,22.1,40.3,50.0
59.4,63.2,28.6,61.5,27.9,1.53,37.2,139.0,23.5,53.8,21.9
80.6,40.7,17.5,120.0,53.3,11.1,20.4,331.0,23.5,26.4,5.78
42.2,33.1,5.83,15.1,6.04,90.6,172.0,2187.0,13.7,23.7,53.3
35.2,1.47,84.3,196.0,43.7,15.3,23.9,340.0,1.0,121.0,1.76
119.0,39.2,1.0,6.26,21.7,55.7,149.0,1346.0,12.5,36.8,5.73
30.2,25.3,56.2,573.0,75.0,10.6,23.7,449.0,13.2,31.1,38.9
28.6,17.5,7.57,94.7,6.85,20.9,72.3,115.0,6.04,52.3,67.9
20.2,10.9,58.8,325.0,64.4,36.8,48.3,457.0,29.7,54.2,84.3
41.4,29.4,13.9,23.9,1.79,9.91,23.9,1286.0,20.5,61.5,138.0
35.2,13.8,18.1,17.0,12.0,6.38,15.7,422.0,12.5,26.4,25.9
93.1,137.0,176.0,322.0,14.1,47.0,289.0,1.0,82.8,478.0,241.0
112.0,79.1,23.9,30.8,6.04,4.7,19.3,956.0,8.82,21.9,34.0
145.0,88.2,21.3,30.8,12.9,158.0,264.0,3460.0,15.0,28.4,49.6
13.9,18.3,16.4,20.9,6.98,1.03,23.5,48.3,1.64,25.9,3.65
36.2,1.0,23.5,26.2,6.38,63.8,95.6,1568.0,1.0,75.7,1.0
56.7,31.6,9.31,2.89,25.7,49.1,104.0,698.0,3.4,4.45,1.0
46.6,27.1,12.4,109.0,21.9,21.5,38.2,207.0,11.0,31.3,12.0
1018.0,1420.0,11.8,23.5,5.05,5.0,179.0,542.0,1.05,22.5,13.0
77.0,20.7,65.5,56.2,33.7,20.9,35.5,414.0,3.02,14.2,62.6
24.1,21.1,2.17,1.83,2.92,3.02,17.2,127.0,13.0,36.8,93.1
37.2,11.8,17.9,16.1,17.9,13.1,62.6,2864.0,32.2,62.6,37.5
86.6,53.8,1.0,4.37,20.2,45.3,130.0,1000.0,32.5,59.4,17.6
50.0,1.58,11.4,131.0,22.5,22.7,29.2,723.0,1.0,1.38,1.0
193.0,262.0,60.4,120.0,38.2,28.6,143.0,5989.0,13.5,42.6,17.2
67.9,62.1,4.78,11.4,1.75,11.4,31.3,466.0,13.2,33.4,25.5
106.0,55.7,16.7,14.1,8.43,13.7,40.7,437.0,14.7,28.4,42.6
58.8,17.5,13.6,23.9,2.25,6.15,12.4,264.0,3.02,22.9,85.1
17.6,8.2,4.61,1.0,6.79,24.6,51.4,193.0,20.7,33.7,4.87
20.7,6.61,48.3,523.0,130.0,17.0,44.5,337.0,20.5,23.1,10.2
53.3,36.2,18.4,23.1,9.56,16.3,28.1,710.0,8.82,12.1,35.5
64.9,53.3,71.0,466.0,73.0,7.77,19.8,1114.0,12.4,20.2,12.6
56.2,44.5,18.1,20.7,5.62,10.7,31.9,403.0,11.0,30.5,53.8
95.6,59.4,49.1,437.0,50.0,13.6,24.6,588.0,49.1,115.0,164.0
61.0,40.7,13.5,14.5,5.83,7.99,13.6,757.0,11.3,23.9,7.37
78.4,42.6,8.28,1.5,20.2,49.6,97.3,784.0,13.7,19.1,9.06
42.9,20.4,5.78,213.0,24.4,110.0,316.0,1843.0,10.7,19.8,9.56
23.5,32.5,24.4,55.7,13.3,11.3,26.4,851.0,9.22,23.3,33.7
18.3,1.01,20.0,25.3,4.74,71.0,87.4,1134.0,1.0,10.9,1.76
28.4,1.01,35.9,231.0,73.0,7.91,20.7,343.0,1.0,1.0,2.19
1310.0,1827.0,18.6,102.0,23.3,2.09,34.0,137.0,2.17,21.9,9.06
98.2,33.4,10.0,18.4,21.1,10.3,15.8,615.0,1.0,31.1,2.19
18.4,13.0,16.7,11.7,2.94,41.4,59.9,1114.0,8.98,25.5,57.3
10.4,4.57,18.9,25.5,13.6,4.07,44.1,644.0,24.4,42.9,6.38
32.2,14.9,13.7,12.9,15.5,9.06,21.5,528.0,9.91,23.3,95.6
334.0,533.0,31.9,41.8,1.86,1.0,22.5,22.9,1.33,44.5,11.7
67.3,24.8,6.98,16.5,29.7,13.8,45.3,2595.0,5.83,18.6,26.9
37.2,31.9,9.82,211.0,21.1,6.85,17.3,649.0,18.6,37.2,133.0
28.9,20.4,8.43,91.4,41.0,14.9,24.8,355.0,27.9,31.1,1.63
4.22,7.57,1.67,437.0,73.0,6.04,13.2,375.0,8.9,20.2,4.37
12.0,17.2,4.83,3.85,2.29,5.83,23.5,931.0,55.7,99.1,26.4
47.4,30.5,19.8,21.7,31.6,33.1,87.4,400.0,3.89,36.8,96.5
27.4,18.8,9.65,13.2,9.73,18.6,54.7,286.0,1.88,19.8,88.2
83.5,54.2,13.1,21.1,8.2,23.5,36.5,426.0,24.1,48.3,24.6
71.7,42.9,31.1,23.9,10.5,8.13,34.9,2571.0,1.0,33.4,1.01
35.9,34.9,4.14,13.2,30.0,7.64,25.0,638.0,17.6,30.0,7.99
48.7,28.6,62.1,302.0,94.7,35.5,60.4,717.0,11.2,34.3,44.9
25.9,22.9,33.4,93.9,26.7,5.57,14.9,615.0,16.1,33.7,17.5
18.1,22.7,4.07,163.0,12.2,14.1,28.4,610.0,7.3,10.7,4.18
308.0,453.0,20.4,15.5,1.0,4.83,82.8,365.0,3.65,15.4,17.2
106.0,108.0,4.66,10.9,21.9,10.6,22.9,396.0,32.8,48.7,20.2
77.0,1.05,24.4,15.3,1.22,18.8,31.1,352.0,1.0,153.0,4.7
39.2,12.3,13.2,129.0,32.5,10.5,27.4,644.0,43.3,70.4,17.5
21.7,10.6,18.8,12.5,6.92,179.0,279.0,2187.0,9.22,17.6,44.5
302.0,445.0,18.6,30.0,67.9,4.1,41.0,186.0,1.07,38.9,12.2
64.9,23.5,13.0,246.0,31.6,23.7,61.0,457.0,17.2,34.3,9.82
13.7,25.9,23.9,36.8,11.9,8.28,21.9,799.0,25.7,47.8,16.1
47.8,7.7,25.7,26.9,13.9,37.2,40.0,349.0,2.41,104.0,3.79
137.0,50.0,8.28,29.2,14.5,6.98,17.9,281.0,4.18,23.5,123.0
52.8,30.2,27.6,29.4,17.6,12.9,25.9,594.0,97.3,129.0,32.2
67.9,14.9,80.6,237.0,61.0,37.5,66.7,2666.0,15.3,39.6,12.4
75.7,34.3,16.1,58.8,21.1,12.7,23.5,300.0,3.25,7.91,3.08
101.0,35.5,16.5,88.2,16.8,49.6,72.3,730.0,17.2,32.5,17.9
77.7,43.3,5.52,1.0,3.72,22.9,41.0,239.0,15.7,36.5,7.84
39.2,13.2,35.2,26.4,59.4,45.3,72.3,813.0,12.1,27.6,10.2
65.5,34.0,14.7,13.8,5.38,26.2,44.5,717.0,13.9,36.5,52.3
25.9,30.2,1.75,392.0,21.1,10.3,23.1,372.0,25.5,17.0,9.73
49.1,33.4,21.7,19.8,10.1,25.3,39.2,400.0,25.7,33.7,20.9
89.0,52.8,24.4,18.9,3.85,23.1,42.9,710.0,21.1,37.9,18.6
147.0,102.0,6.04,20.4,10.3,29.2,47.4,478.0,5.47,14.6,11.4
32.2,21.3,104.0,519.0,87.4,45.7,61.5,1286.0,22.1,34.3,42.6
75.7,29.7,7.5,149.0,29.2,37.2,58.8,334.0,7.99,22.7,8.28
64.9,21.1,10.9,63.2,19.5,27.1,41.8,461.0,8.51,20.0,11.7
19.1,12.3,23.3,15.0,9.39,15.0,17.8,410.0,25.7,28.4,67.9
14.5,15.4,1.0,117.0,3.49,16.0,29.4,457.0,20.4,48.3,16.0
33.4,19.6,14.2,19.3,12.7,158.0,213.0,334.0,17.8,31.3,34.9
20.4,1.0,37.9,355.0,82.8,12.6,19.3,271.0,1.0,626.0,2.11
65.5,25.3,12.3,145.0,19.8,4.03,14.3,914.0,4.57,22.5,77.7
